0,1,2,3,4,5,6,7,Fit
3,2,5,4,7,8,6,1,28
3,2,5,4,8,1,6,7,27
3,2,5,4,8,1,7,6,27
3,2,5,4,8,6,1,7,28
3,2,5,4,8,6,7,1,28
3,2,5,4,8,7,1,6,28
3,2,5,4,8,7,6,1,28
3,2,5,6,1,4,7,8,26
3,2,5,6,1,4,8,7,27
3,2,5,6,1,7,4,8,27
3,2,5,6,1,7,8,4,27
3,2,5,6,1,8,4,7,28
3,2,5,6,1,8,7,4,27
3,2,5,6,4,1,7,8,26
3,2,5,6,4,1,8,7,26
3,2,5,6,4,7,1,8,27
3,2,5,6,4,7,8,1,27
3,2,5,6,4,8,1,7,27
3,2,5,6,4,8,7,1,27
3,2,5,6,7,1,4,8,27
3,2,5,6,7,1,8,4,27
3,2,5,6,7,4,1,8,27
3,2,5,6,7,4,8,1,28
3,2,5,6,7,8,1,4,27
3,2,5,6,7,8,4,1,28
3,2,5,6,8,1,4,7,28
3,2,5,6,8,1,7,4,28
3,2,5,6,8,4,1,7,28
3,2,5,6,8,4,7,1,28
3,2,5,6,8,7,1,4,28
3,2,5,6,8,7,4,1,28
3,2,5,7,1,4,6,8,27
3,2,5,7,1,4,8,6,27
3,2,5,7,1,6,4,8,26
3,2,5,7,1,6,8,4,26
3,2,5,7,1,8,4,6,27
3,2,5,7,1,8,6,4,27
3,2,5,7,4,1,6,8,27
3,2,5,7,4,1,8,6,28
3,2,5,7,4,6,1,8,26
3,2,5,7,4,6,8,1,27
3,2,5,7,4,8,1,6,27
3,2,5,7,4,8,6,1,27
3,2,5,7,6,1,4,8,27
3,2,5,7,6,1,8,4,28
3,2,5,7,6,4,1,8,27
3,2,5,7,6,4,8,1,28
3,2,5,7,6,8,1,4,28
3,2,5,7,6,8,4,1,28
3,2,5,7,8,1,4,6,28
3,2,5,7,8,1,6,4,28
3,2,5,7,8,4,1,6,27
3,2,5,7,8,4,6,1,28
3,2,5,7,8,6,1,4,27
3,2,5,7,8,6,4,1,28
3,2,5,8,1,4,6,7,27
3,2,5,8,1,4,7,6,26
3,2,5,8,1,6,4,7,28
3,2,5,8,1,6,7,4,25
3,2,5,8,1,7,4,6,28
3,2,5,8,1,7,6,4,26
3,2,5,8,4,1,6,7,26
3,2,5,8,4,1,7,6,27
3,2,5,8,4,6,1,7,27
3,2,5,8,4,6,7,1,27
3,2,5,8,4,7,1,6,28
3,2,5,8,4,7,6,1,27
3,2,5,8,6,1,4,7,28
3,2,5,8,6,1,7,4,27
3,2,5,8,6,4,1,7,28
3,2,5,8,6,4,7,1,28
3,2,5,8,6,7,1,4,27
3,2,5,8,6,7,4,1,28
3,2,5,8,7,1,4,6,28
3,2,5,8,7,1,6,4,26
3,2,5,8,7,4,1,6,27
3,2,5,8,7,4,6,1,28
3,2,5,8,7,6,1,4,25
3,2,5,8,7,6,4,1,28
3,2,6,1,4,5,7,8,26
3,2,6,1,4,5,8,7,25
3,2,6,1,4,7,5,8,27
3,2,6,1,4,7,8,5,26
3,2,6,1,4,8,5,7,27
3,2,6,1,4,8,7,5,27
3,2,6,1,5,4,7,8,25
3,2,6,1,5,4,8,7,27
3,2,6,1,5,7,4,8,26
3,2,6,1,5,7,8,4,28
3,2,6,1,5,8,4,7,28
3,2,6,1,5,8,7,4,28
3,2,6,1,7,4,5,8,27
3,2,6,1,7,4,8,5,27
3,2,6,1,7,5,4,8,27
3,2,6,1,7,5,8,4,27
3,2,6,1,7,8,4,5,26
3,2,6,1,7,8,5,4,26
3,2,6,1,8,4,5,7,28
3,2,6,1,8,4,7,5,26
3,2,6,1,8,5,4,7,27
3,2,6,1,8,5,7,4,28
3,2,6,1,8,7,4,5,24
3,2,6,1,8,7,5,4,27
3,2,6,4,1,5,7,8,25
3,2,6,4,1,5,8,7,26
3,2,6,4,1,7,5,8,26
3,2,6,4,1,7,8,5,27
3,2,6,4,1,8,5,7,28
3,2,6,4,1,8,7,5,28
3,2,6,4,5,1,7,8,24
3,2,6,4,5,1,8,7,27
3,2,6,4,5,7,1,8,25
3,2,6,4,5,7,8,1,27
3,2,6,4,5,8,1,7,28
3,2,6,4,5,8,7,1,27
3,2,6,4,7,1,5,8,26
3,2,6,4,7,1,8,5,28
3,2,6,4,7,5,1,8,26
3,2,6,4,7,5,8,1,27
3,2,6,4,7,8,1,5,28
3,2,6,4,7,8,5,1,27
3,2,6,4,8,1,5,7,28
3,2,6,4,8,1,7,5,27
3,2,6,4,8,5,1,7,27
3,2,6,4,8,5,7,1,27
3,2,6,4,8,7,1,5,26
3,2,6,4,8,7,5,1,27
3,2,6,5,1,4,7,8,26
3,2,6,5,1,4,8,7,27
3,2,6,5,1,7,4,8,27
3,2,6,5,1,7,8,4,27
3,2,6,5,1,8,4,7,28
3,2,6,5,1,8,7,4,27
3,2,6,5,4,1,7,8,26
3,2,6,5,4,1,8,7,26
3,2,6,5,4,7,1,8,27
3,2,6,5,4,7,8,1,25
3,2,6,5,4,8,1,7,27
3,2,6,5,4,8,7,1,25
3,2,6,5,7,1,4,8,27
3,2,6,5,7,1,8,4,27
3,2,6,5,7,4,1,8,27
3,2,6,5,7,4,8,1,26
3,2,6,5,7,8,1,4,27
3,2,6,5,7,8,4,1,26
3,2,6,5,8,1,4,7,28
3,2,6,5,8,1,7,4,28
3,2,6,5,8,4,1,7,28
3,2,6,5,8,4,7,1,26
3,2,6,5,8,7,1,4,28
3,2,6,5,8,7,4,1,26
3,2,6,7,1,4,5,8,27
3,2,6,7,1,4,8,5,28
3,2,6,7,1,5,4,8,27
3,2,6,7,1,5,8,4,27
3,2,6,7,1,8,4,5,27
3,2,6,7,1,8,5,4,26
3,2,6,7,4,1,5,8,27
3,2,6,7,4,1,8,5,28
3,2,6,7,4,5,1,8,27
3,2,6,7,4,5,8,1,26
3,2,6,7,4,8,1,5,28
3,2,6,7,4,8,5,1,26
3,2,6,7,5,1,4,8,26
3,2,6,7,5,1,8,4,28
3,2,6,7,5,4,1,8,26
3,2,6,7,5,4,8,1,27
3,2,6,7,5,8,1,4,28
3,2,6,7,5,8,4,1,27
3,2,6,7,8,1,4,5,26
3,2,6,7,8,1,5,4,27
3,2,6,7,8,4,1,5,27
3,2,6,7,8,4,5,1,27
3,2,6,7,8,5,1,4,28
3,2,6,7,8,5,4,1,27
3,2,6,8,1,4,5,7,28
3,2,6,8,1,4,7,5,28
3,2,6,8,1,5,4,7,27
3,2,6,8,1,5,7,4,26
3,2,6,8,1,7,4,5,26
3,2,6,8,1,7,5,4,25
3,2,6,8,4,1,5,7,27
3,2,6,8,4,1,7,5,28
3,2,6,8,4,5,1,7,26
3,2,6,8,4,5,7,1,26
3,2,6,8,4,7,1,5,27
3,2,6,8,4,7,5,1,26
3,2,6,8,5,1,4,7,28
3,2,6,8,5,1,7,4,27
3,2,6,8,5,4,1,7,28
3,2,6,8,5,4,7,1,27
3,2,6,8,5,7,1,4,27
3,2,6,8,5,7,4,1,27
3,2,6,8,7,1,4,5,27
3,2,6,8,7,1,5,4,25
3,2,6,8,7,4,1,5,28
3,2,6,8,7,4,5,1,27
3,2,6,8,7,5,1,4,26
3,2,6,8,7,5,4,1,27
3,2,7,1,4,5,6,8,27
3,2,7,1,4,5,8,6,28
3,2,7,1,4,6,5,8,26
3,2,7,1,4,6,8,5,27
3,2,7,1,4,8,5,6,26
3,2,7,1,4,8,6,5,26
3,2,7,1,5,4,6,8,26
3,2,7,1,5,4,8,6,27
3,2,7,1,5,6,4,8,25
3,2,7,1,5,6,8,4,27
3,2,7,1,5,8,4,6,27
3,2,7,1,5,8,6,4,28
3,2,7,1,6,4,5,8,27
3,2,7,1,6,4,8,5,27
3,2,7,1,6,5,4,8,27
3,2,7,1,6,5,8,4,28
3,2,7,1,6,8,4,5,26
3,2,7,1,6,8,5,4,27
3,2,7,1,8,4,5,6,26
3,2,7,1,8,4,6,5,25
3,2,7,1,8,5,4,6,28
3,2,7,1,8,5,6,4,28
3,2,7,1,8,6,4,5,25
3,2,7,1,8,6,5,4,26
3,2,7,4,1,5,6,8,26
3,2,7,4,1,5,8,6,28
3,2,7,4,1,6,5,8,25
3,2,7,4,1,6,8,5,28
3,2,7,4,1,8,5,6,26
3,2,7,4,1,8,6,5,27
3,2,7,4,5,1,6,8,25
3,2,7,4,5,1,8,6,28
3,2,7,4,5,6,1,8,24
3,2,7,4,5,6,8,1,28
3,2,7,4,5,8,1,6,27
3,2,7,4,5,8,6,1,28
3,2,7,4,6,1,5,8,26
3,2,7,4,6,1,8,5,28
3,2,7,4,6,5,1,8,26
3,2,7,4,6,5,8,1,28
3,2,7,4,6,8,1,5,28
3,2,7,4,6,8,5,1,28
3,2,7,4,8,1,5,6,27
3,2,7,4,8,1,6,5,26
3,2,7,4,8,5,1,6,28
3,2,7,4,8,5,6,1,28
3,2,7,4,8,6,1,5,27
3,2,7,4,8,6,5,1,28
3,2,7,5,1,4,6,8,27
3,2,7,5,1,4,8,6,27
3,2,7,5,1,6,4,8,26
3,2,7,5,1,6,8,4,26
3,2,7,5,1,8,4,6,27
3,2,7,5,1,8,6,4,27
3,2,7,5,4,1,6,8,27
3,2,7,5,4,1,8,6,28
3,2,7,5,4,6,1,8,26
3,2,7,5,4,6,8,1,26
3,2,7,5,4,8,1,6,27
3,2,7,5,4,8,6,1,26
3,2,7,5,6,1,4,8,27
3,2,7,5,6,1,8,4,28
3,2,7,5,6,4,1,8,27
3,2,7,5,6,4,8,1,27
3,2,7,5,6,8,1,4,28
3,2,7,5,6,8,4,1,27
3,2,7,5,8,1,4,6,28
3,2,7,5,8,1,6,4,28
3,2,7,5,8,4,1,6,27
3,2,7,5,8,4,6,1,27
3,2,7,5,8,6,1,4,27
3,2,7,5,8,6,4,1,27
3,2,7,6,1,4,5,8,27
3,2,7,6,1,4,8,5,28
3,2,7,6,1,5,4,8,27
3,2,7,6,1,5,8,4,27
3,2,7,6,1,8,4,5,27
3,2,7,6,1,8,5,4,26
3,2,7,6,4,1,5,8,27
3,2,7,6,4,1,8,5,28
3,2,7,6,4,5,1,8,27
3,2,7,6,4,5,8,1,27
3,2,7,6,4,8,1,5,28
3,2,7,6,4,8,5,1,27
3,2,7,6,5,1,4,8,26
3,2,7,6,5,1,8,4,28
3,2,7,6,5,4,1,8,26
3,2,7,6,5,4,8,1,28
3,2,7,6,5,8,1,4,28
3,2,7,6,5,8,4,1,28
3,2,7,6,8,1,4,5,26
3,2,7,6,8,1,5,4,27
3,2,7,6,8,4,1,5,27
3,2,7,6,8,4,5,1,28
3,2,7,6,8,5,1,4,28
3,2,7,6,8,5,4,1,28
3,2,7,8,1,4,5,6,26
3,2,7,8,1,4,6,5,27
3,2,7,8,1,5,4,6,28
3,2,7,8,1,5,6,4,26
3,2,7,8,1,6,4,5,27
3,2,7,8,1,6,5,4,24
3,2,7,8,4,1,5,6,27
3,2,7,8,4,1,6,5,27
3,2,7,8,4,5,1,6,28
3,2,7,8,4,5,6,1,27
3,2,7,8,4,6,1,5,28
3,2,7,8,4,6,5,1,27
3,2,7,8,5,1,4,6,28
3,2,7,8,5,1,6,4,27
3,2,7,8,5,4,1,6,27
3,2,7,8,5,4,6,1,28
3,2,7,8,5,6,1,4,26
3,2,7,8,5,6,4,1,28
3,2,7,8,6,1,4,5,27
3,2,7,8,6,1,5,4,26
3,2,7,8,6,4,1,5,28
3,2,7,8,6,4,5,1,28
3,2,7,8,6,5,1,4,27
3,2,7,8,6,5,4,1,28
3,2,8,1,4,5,6,7,25
3,2,8,1,4,5,7,6,27
3,2,8,1,4,6,5,7,27
3,2,8,1,4,6,7,5,27
3,2,8,1,4,7,5,6,27
3,2,8,1,4,7,6,5,25
3,2,8,1,5,4,6,7,27
3,2,8,1,5,4,7,6,26
3,2,8,1,5,6,4,7,28
3,2,8,1,5,6,7,4,27
3,2,8,1,5,7,4,6,28
3,2,8,1,5,7,6,4,28
3,2,8,1,6,4,5,7,28
3,2,8,1,6,4,7,5,27
3,2,8,1,6,5,4,7,27
3,2,8,1,6,5,7,4,28
3,2,8,1,6,7,4,5,25
3,2,8,1,6,7,5,4,27
3,2,8,1,7,4,5,6,26
3,2,8,1,7,4,6,5,26
3,2,8,1,7,5,4,6,28
3,2,8,1,7,5,6,4,27
3,2,8,1,7,6,4,5,26
3,2,8,1,7,6,5,4,25
3,2,8,4,1,5,6,7,26
3,2,8,4,1,5,7,6,27
3,2,8,4,1,6,5,7,28
3,2,8,4,1,6,7,5,28
3,2,8,4,1,7,5,6,27
3,2,8,4,1,7,6,5,26
3,2,8,4,5,1,6,7,27
3,2,8,4,5,1,7,6,27
3,2,8,4,5,6,1,7,28
3,2,8,4,5,6,7,1,28
3,2,8,4,5,7,1,6,28
3,2,8,4,5,7,6,1,28
3,2,8,4,6,1,5,7,28
3,2,8,4,6,1,7,5,28
3,2,8,4,6,5,1,7,27
3,2,8,4,6,5,7,1,28
3,2,8,4,6,7,1,5,27
3,2,8,4,6,7,5,1,28
3,2,8,4,7,1,5,6,27
3,2,8,4,7,1,6,5,27
3,2,8,4,7,5,1,6,28
3,2,8,4,7,5,6,1,28
3,2,8,4,7,6,1,5,28
3,2,8,4,7,6,5,1,28
3,2,8,5,1,4,6,7,27
3,2,8,5,1,4,7,6,26
3,2,8,5,1,6,4,7,28
3,2,8,5,1,6,7,4,26
3,2,8,5,1,7,4,6,28
3,2,8,5,1,7,6,4,27
3,2,8,5,4,1,6,7,26
3,2,8,5,4,1,7,6,27
3,2,8,5,4,6,1,7,27
3,2,8,5,4,6,7,1,26
3,2,8,5,4,7,1,6,28
3,2,8,5,4,7,6,1,26
3,2,8,5,6,1,4,7,28
3,2,8,5,6,1,7,4,28
3,2,8,5,6,4,1,7,28
3,2,8,5,6,4,7,1,27
3,2,8,5,6,7,1,4,28
3,2,8,5,6,7,4,1,27
3,2,8,5,7,1,4,6,28
3,2,8,5,7,1,6,4,27
3,2,8,5,7,4,1,6,27
3,2,8,5,7,4,6,1,27
3,2,8,5,7,6,1,4,26
3,2,8,5,7,6,4,1,27
3,2,8,6,1,4,5,7,28
3,2,8,6,1,4,7,5,28
3,2,8,6,1,5,4,7,27
3,2,8,6,1,5,7,4,27
3,2,8,6,1,7,4,5,26
3,2,8,6,1,7,5,4,26
3,2,8,6,4,1,5,7,27
3,2,8,6,4,1,7,5,28
3,2,8,6,4,5,1,7,26
3,2,8,6,4,5,7,1,27
3,2,8,6,4,7,1,5,27
3,2,8,6,4,7,5,1,27
3,2,8,6,5,1,4,7,28
3,2,8,6,5,1,7,4,28
3,2,8,6,5,4,1,7,28
3,2,8,6,5,4,7,1,28
3,2,8,6,5,7,1,4,28
3,2,8,6,5,7,4,1,28
3,2,8,6,7,1,4,5,27
3,2,8,6,7,1,5,4,26
3,2,8,6,7,4,1,5,28
3,2,8,6,7,4,5,1,28
3,2,8,6,7,5,1,4,27
3,2,8,6,7,5,4,1,28
3,2,8,7,1,4,5,6,26
3,2,8,7,1,4,6,5,27
3,2,8,7,1,5,4,6,28
3,2,8,7,1,5,6,4,27
3,2,8,7,1,6,4,5,27
3,2,8,7,1,6,5,4,25
3,2,8,7,4,1,5,6,27
3,2,8,7,4,1,6,5,27
3,2,8,7,4,5,1,6,28
3,2,8,7,4,5,6,1,27
3,2,8,7,4,6,1,5,28
3,2,8,7,4,6,5,1,27
3,2,8,7,5,1,4,6,28
3,2,8,7,5,1,6,4,28
3,2,8,7,5,4,1,6,27
3,2,8,7,5,4,6,1,28
3,2,8,7,5,6,1,4,27
3,2,8,7,5,6,4,1,28
3,2,8,7,6,1,4,5,27
3,2,8,7,6,1,5,4,27
3,2,8,7,6,4,1,5,28
3,2,8,7,6,4,5,1,28
3,2,8,7,6,5,1,4,28
3,2,8,7,6,5,4,1,28
3,4,1,2,5,6,7,8,25
3,4,1,2,5,6,8,7,27
3,4,1,2,5,7,6,8,27
3,4,1,2,5,7,8,6,26
3,4,1,2,5,8,6,7,27
3,4,1,2,5,8,7,6,24
3,4,1,2,6,5,7,8,27
3,4,1,2,6,5,8,7,26
3,4,1,2,6,7,5,8,28
3,4,1,2,6,7,8,5,27
3,4,1,2,6,8,5,7,28
3,4,1,2,6,8,7,5,28
3,4,1,2,7,5,6,8,28
3,4,1,2,7,5,8,6,26
3,4,1,2,7,6,5,8,27
3,4,1,2,7,6,8,5,28
3,4,1,2,7,8,5,6,24
3,4,1,2,7,8,6,5,27
3,4,1,2,8,5,6,7,26
3,4,1,2,8,5,7,6,25
3,4,1,2,8,6,5,7,28
3,4,1,2,8,6,7,5,27
3,4,1,2,8,7,5,6,25
3,4,1,2,8,7,6,5,25
3,4,1,5,2,6,7,8,26
3,4,1,5,2,6,8,7,27
3,4,1,5,2,7,6,8,28
3,4,1,5,2,7,8,6,27
3,4,1,5,2,8,6,7,27
3,4,1,5,2,8,7,6,25
3,4,1,5,6,2,7,8,27
3,4,1,5,6,2,8,7,27
3,4,1,5,6,7,2,8,28
3,4,1,5,6,7,8,2,28
3,4,1,5,6,8,2,7,28
3,4,1,5,6,8,7,2,28
3,4,1,5,7,2,6,8,28
3,4,1,5,7,2,8,6,27
3,4,1,5,7,6,2,8,27
3,4,1,5,7,6,8,2,28
3,4,1,5,7,8,2,6,26
3,4,1,5,7,8,6,2,28
3,4,1,5,8,2,6,7,27
3,4,1,5,8,2,7,6,26
3,4,1,5,8,6,2,7,28
3,4,1,5,8,6,7,2,28
3,4,1,5,8,7,2,6,27
3,4,1,5,8,7,6,2,28
3,4,1,6,2,5,7,8,27
3,4,1,6,2,5,8,7,26
3,4,1,6,2,7,5,8,28
3,4,1,6,2,7,8,5,26
3,4,1,6,2,8,5,7,28
3,4,1,6,2,8,7,5,27
3,4,1,6,5,2,7,8,26
3,4,1,6,5,2,8,7,27
3,4,1,6,5,7,2,8,27
3,4,1,6,5,7,8,2,26
3,4,1,6,5,8,2,7,28
3,4,1,6,5,8,7,2,26
3,4,1,6,7,2,5,8,28
3,4,1,6,7,2,8,5,28
3,4,1,6,7,5,2,8,28
3,4,1,6,7,5,8,2,27
3,4,1,6,7,8,2,5,28
3,4,1,6,7,8,5,2,27
3,4,1,6,8,2,5,7,28
3,4,1,6,8,2,7,5,27
3,4,1,6,8,5,2,7,27
3,4,1,6,8,5,7,2,27
3,4,1,6,8,7,2,5,26
3,4,1,6,8,7,5,2,27
3,4,1,7,2,5,6,8,28
3,4,1,7,2,5,8,6,27
3,4,1,7,2,6,5,8,27
3,4,1,7,2,6,8,5,27
3,4,1,7,2,8,5,6,25
3,4,1,7,2,8,6,5,26
3,4,1,7,5,2,6,8,27
3,4,1,7,5,2,8,6,27
3,4,1,7,5,6,2,8,26
3,4,1,7,5,6,8,2,27
3,4,1,7,5,8,2,6,26
3,4,1,7,5,8,6,2,27
3,4,1,7,6,2,5,8,28
3,4,1,7,6,2,8,5,28
3,4,1,7,6,5,2,8,28
3,4,1,7,6,5,8,2,28
3,4,1,7,6,8,2,5,28
3,4,1,7,6,8,5,2,28
3,4,1,7,8,2,5,6,26
3,4,1,7,8,2,6,5,26
3,4,1,7,8,5,2,6,27
3,4,1,7,8,5,6,2,28
3,4,1,7,8,6,2,5,27
3,4,1,7,8,6,5,2,28
3,4,1,8,2,5,6,7,26
3,4,1,8,2,5,7,6,26
3,4,1,8,2,6,5,7,28
3,4,1,8,2,6,7,5,27
3,4,1,8,2,7,5,6,26
3,4,1,8,2,7,6,5,25
3,4,1,8,5,2,6,7,27
3,4,1,8,5,2,7,6,26
3,4,1,8,5,6,2,7,28
3,4,1,8,5,6,7,2,27
3,4,1,8,5,7,2,6,27
3,4,1,8,5,7,6,2,27
3,4,1,8,6,2,5,7,28
3,4,1,8,6,2,7,5,28
3,4,1,8,6,5,2,7,27
3,4,1,8,6,5,7,2,28
3,4,1,8,6,7,2,5,27
3,4,1,8,6,7,5,2,28
3,4,1,8,7,2,5,6,26
3,4,1,8,7,2,6,5,27
3,4,1,8,7,5,2,6,27
3,4,1,8,7,5,6,2,28
3,4,1,8,7,6,2,5,28
3,4,1,8,7,6,5,2,28
3,4,2,1,5,6,7,8,25
3,4,2,1,5,6,8,7,26
3,4,2,1,5,7,6,8,27
3,4,2,1,5,7,8,6,28
3,4,2,1,5,8,6,7,26
3,4,2,1,5,8,7,6,26
3,4,2,1,6,5,7,8,27
3,4,2,1,6,5,8,7,25
3,4,2,1,6,7,5,8,28
3,4,2,1,6,7,8,5,26
3,4,2,1,6,8,5,7,27
3,4,2,1,6,8,7,5,27
3,4,2,1,7,5,6,8,28
3,4,2,1,7,5,8,6,28
3,4,2,1,7,6,5,8,27
3,4,2,1,7,6,8,5,27
3,4,2,1,7,8,5,6,26
3,4,2,1,7,8,6,5,26
3,4,2,1,8,5,6,7,25
3,4,2,1,8,5,7,6,27
3,4,2,1,8,6,5,7,27
3,4,2,1,8,6,7,5,26
3,4,2,1,8,7,5,6,27
3,4,2,1,8,7,6,5,24
3,4,2,5,1,6,7,8,26
3,4,2,5,1,6,8,7,26
3,4,2,5,1,7,6,8,28
3,4,2,5,1,7,8,6,28
3,4,2,5,1,8,6,7,26
3,4,2,5,1,8,7,6,26
3,4,2,5,6,1,7,8,27
3,4,2,5,6,1,8,7,26
3,4,2,5,6,7,1,8,28
3,4,2,5,6,7,8,1,27
3,4,2,5,6,8,1,7,27
3,4,2,5,6,8,7,1,27
3,4,2,5,7,1,6,8,28
3,4,2,5,7,1,8,6,28
3,4,2,5,7,6,1,8,27
3,4,2,5,7,6,8,1,27
3,4,2,5,7,8,1,6,27
3,4,2,5,7,8,6,1,27
3,4,2,5,8,1,6,7,26
3,4,2,5,8,1,7,6,27
3,4,2,5,8,6,1,7,27
3,4,2,5,8,6,7,1,27
3,4,2,5,8,7,1,6,28
3,4,2,5,8,7,6,1,27
3,4,2,6,1,5,7,8,27
3,4,2,6,1,5,8,7,25
3,4,2,6,1,7,5,8,28
3,4,2,6,1,7,8,5,27
3,4,2,6,1,8,5,7,27
3,4,2,6,1,8,7,5,28
3,4,2,6,5,1,7,8,26
3,4,2,6,5,1,8,7,26
3,4,2,6,5,7,1,8,27
3,4,2,6,5,7,8,1,28
3,4,2,6,5,8,1,7,27
3,4,2,6,5,8,7,1,28
3,4,2,6,7,1,5,8,28
3,4,2,6,7,1,8,5,28
3,4,2,6,7,5,1,8,28
3,4,2,6,7,5,8,1,28
3,4,2,6,7,8,1,5,28
3,4,2,6,7,8,5,1,28
3,4,2,6,8,1,5,7,27
3,4,2,6,8,1,7,5,27
3,4,2,6,8,5,1,7,26
3,4,2,6,8,5,7,1,28
3,4,2,6,8,7,1,5,26
3,4,2,6,8,7,5,1,28
3,4,2,7,1,5,6,8,28
3,4,2,7,1,5,8,6,28
3,4,2,7,1,6,5,8,27
3,4,2,7,1,6,8,5,28
3,4,2,7,1,8,5,6,26
3,4,2,7,1,8,6,5,27
3,4,2,7,5,1,6,8,27
3,4,2,7,5,1,8,6,28
3,4,2,7,5,6,1,8,26
3,4,2,7,5,6,8,1,28
3,4,2,7,5,8,1,6,27
3,4,2,7,5,8,6,1,28
3,4,2,7,6,1,5,8,28
3,4,2,7,6,1,8,5,28
3,4,2,7,6,5,1,8,28
3,4,2,7,6,5,8,1,28
3,4,2,7,6,8,1,5,28
3,4,2,7,6,8,5,1,28
3,4,2,7,8,1,5,6,27
3,4,2,7,8,1,6,5,26
3,4,2,7,8,5,1,6,28
3,4,2,7,8,5,6,1,28
3,4,2,7,8,6,1,5,27
3,4,2,7,8,6,5,1,28
3,4,2,8,1,5,6,7,25
3,4,2,8,1,5,7,6,27
3,4,2,8,1,6,5,7,27
3,4,2,8,1,6,7,5,28
3,4,2,8,1,7,5,6,27
3,4,2,8,1,7,6,5,26
3,4,2,8,5,1,6,7,26
3,4,2,8,5,1,7,6,27
3,4,2,8,5,6,1,7,27
3,4,2,8,5,6,7,1,28
3,4,2,8,5,7,1,6,28
3,4,2,8,5,7,6,1,28
3,4,2,8,6,1,5,7,27
3,4,2,8,6,1,7,5,28
3,4,2,8,6,5,1,7,26
3,4,2,8,6,5,7,1,28
3,4,2,8,6,7,1,5,27
3,4,2,8,6,7,5,1,28
3,4,2,8,7,1,5,6,27
3,4,2,8,7,1,6,5,27
3,4,2,8,7,5,1,6,28
3,4,2,8,7,5,6,1,28
3,4,2,8,7,6,1,5,28
3,4,2,8,7,6,5,1,28
3,4,5,1,2,6,7,8,26
3,4,5,1,2,6,8,7,27
3,4,5,1,2,7,6,8,28
3,4,5,1,2,7,8,6,28
3,4,5,1,2,8,6,7,27
3,4,5,1,2,8,7,6,26
3,4,5,1,6,2,7,8,27
3,4,5,1,6,2,8,7,27
3,4,5,1,6,7,2,8,28
3,4,5,1,6,7,8,2,28
3,4,5,1,6,8,2,7,28
3,4,5,1,6,8,7,2,28
3,4,5,1,7,2,6,8,28
3,4,5,1,7,2,8,6,28
3,4,5,1,7,6,2,8,27
3,4,5,1,7,6,8,2,28
3,4,5,1,7,8,2,6,27
3,4,5,1,7,8,6,2,28
3,4,5,1,8,2,6,7,27
3,4,5,1,8,2,7,6,27
3,4,5,1,8,6,2,7,28
3,4,5,1,8,6,7,2,28
3,4,5,1,8,7,2,6,28
3,4,5,1,8,7,6,2,28
3,4,5,2,1,6,7,8,26
3,4,5,2,1,6,8,7,27
3,4,5,2,1,7,6,8,28
3,4,5,2,1,7,8,6,27
3,4,5,2,1,8,6,7,27
3,4,5,2,1,8,7,6,25
3,4,5,2,6,1,7,8,27
3,4,5,2,6,1,8,7,27
3,4,5,2,6,7,1,8,28
3,4,5,2,6,7,8,1,28
3,4,5,2,6,8,1,7,28
3,4,5,2,6,8,7,1,28
3,4,5,2,7,1,6,8,28
3,4,5,2,7,1,8,6,27
3,4,5,2,7,6,1,8,27
3,4,5,2,7,6,8,1,28
3,4,5,2,7,8,1,6,26
3,4,5,2,7,8,6,1,28
3,4,5,2,8,1,6,7,27
3,4,5,2,8,1,7,6,26
3,4,5,2,8,6,1,7,28
3,4,5,2,8,6,7,1,28
3,4,5,2,8,7,1,6,27
3,4,5,2,8,7,6,1,28
3,4,5,6,1,2,7,8,27
3,4,5,6,1,2,8,7,27
3,4,5,6,1,7,2,8,28
3,4,5,6,1,7,8,2,27
3,4,5,6,1,8,2,7,28
3,4,5,6,1,8,7,2,27
3,4,5,6,2,1,7,8,27
3,4,5,6,2,1,8,7,27
3,4,5,6,2,7,1,8,28
3,4,5,6,2,7,8,1,28
3,4,5,6,2,8,1,7,28
3,4,5,6,2,8,7,1,28
3,4,5,6,7,1,2,8,28
3,4,5,6,7,1,8,2,27
3,4,5,6,7,2,1,8,28
3,4,5,6,7,2,8,1,28
3,4,5,6,7,8,1,2,26
3,4,5,6,7,8,2,1,27
3,4,5,6,8,1,2,7,28
3,4,5,6,8,1,7,2,27
3,4,5,6,8,2,1,7,28
3,4,5,6,8,2,7,1,28
3,4,5,6,8,7,1,2,26
3,4,5,6,8,7,2,1,27
3,4,5,7,1,2,6,8,28
3,4,5,7,1,2,8,6,28
3,4,5,7,1,6,2,8,27
3,4,5,7,1,6,8,2,28
3,4,5,7,1,8,2,6,27
3,4,5,7,1,8,6,2,28
3,4,5,7,2,1,6,8,28
3,4,5,7,2,1,8,6,28
3,4,5,7,2,6,1,8,27
3,4,5,7,2,6,8,1,28
3,4,5,7,2,8,1,6,27
3,4,5,7,2,8,6,1,28
3,4,5,7,6,1,2,8,28
3,4,5,7,6,1,8,2,28
3,4,5,7,6,2,1,8,28
3,4,5,7,6,2,8,1,28
3,4,5,7,6,8,1,2,27
3,4,5,7,6,8,2,1,27
3,4,5,7,8,1,2,6,28
3,4,5,7,8,1,6,2,28
3,4,5,7,8,2,1,6,28
3,4,5,7,8,2,6,1,28
3,4,5,7,8,6,1,2,27
3,4,5,7,8,6,2,1,27
3,4,5,8,1,2,6,7,27
